Species,Longitude,Latitude
P_mex_gillii,-79.2848,9.5182
P_mex_gillii,-82.50058,9.39686
P_mex_gillii,-82.54,9.37
P_mex_gillii,-82.61,9.3599
P_mex_gillii,-82.25322,9.35711
P_mex_gillii,-79.61189,9.32644
P_mex_gillii,-82.45036,9.31469
P_mex_gillii,-82.41525,9.27894
P_mex_gillii,-80.08589,9.22581
P_mex_gillii,-79.09222,9.22361
P_mex_gillii,-80.185,9.17389
P_mex_gillii,-79.34,9.16417
P_mex_gillii,-79.15417,9.16083
P_mex_gillii,-82.31767,9.14753
P_mex_gillii,-82.30694,9.13892
P_mex_gillii,-80.29422,9.13358
P_mex_gillii,-80.17155,9.13011
P_mex_gillii,-82.29019,9.11697
P_mex_gillii,-79.68,9.11
P_mex_gillii,-81.56167,9.10222
P_mex_gillii,-79.62508,9.08067
P_mex_gillii,-82.29911,9.06628
P_mex_gillii,-80.18597,9.06394
P_mex_gillii,-80.18803,9.06356
P_mex_gillii,-80.35497,9.04114
P_mex_gillii,-82.28583,9.04056
P_mex_gillii,-79.6989,9.0253
P_mex_gillii,-79.57278,9.00117
P_mex_gillii,-82.18333,9
P_mex_gillii,-80.27433,8.99133
P_mex_gillii,-80.27442,8.99125
P_mex_gillii,-80.5295,8.96864
P_mex_gillii,-80.13825,8.94719
P_mex_gillii,-82.15711,8.94608
P_mex_gillii,-81.7118,8.92858
P_mex_gillii,-82.18028,8.92853
P_mex_gillii,-80.55172,8.92514
P_mex_gillii,-80.55139,8.925
P_mex_gillii,-81.87725,8.91728
P_mex_gillii,-80.50058,8.91544
P_mex_gillii,-80.50067,8.91533
P_mex_gillii,-80.13406,8.91411
P_mex_gillii,-80.39089,8.88128
P_mex_gillii,-80.21983,8.88086
P_mex_gillii,-80.27689,8.87989
P_mex_gillii,-80.39047,8.87861
P_mex_gillii,-82.17461,8.87594
P_mex_gillii,-82.17444,8.87333
P_mex_gillii,-82.18933,8.8725
P_mex_gillii,-79.96056,8.85083
P_mex_gillii,-80.53356,8.82147
P_mex_gillii,-80.55302,8.81867
P_mex_gillii,-80.57972,8.812
P_mex_gillii,-80.53328,8.80464
P_mex_gillii,-80.58083,8.80417
P_mex_gillii,-80.53447,8.77942
P_mex_gillii,-80.52783,8.7745
